Date,Open,High,Low,Close,Adj Close,Volume
2012-05-08,57.570000,57.570000,57.570000,57.570000,44.091328,0
2012-05-09,57.189999,57.189999,57.189999,57.189999,43.800293,0
2012-05-10,57.540001,57.540001,57.540001,57.540001,44.068348,0
2012-05-11,57.040001,57.040001,57.040001,57.040001,43.685410,0
2012-05-14,55.869999,55.869999,55.869999,55.869999,42.789341,0
2012-05-15,54.779999,54.779999,54.779999,54.779999,41.954536,0
2012-05-16,54.459999,54.459999,54.459999,54.459999,41.709454,0
2012-05-17,53.849998,53.849998,53.849998,53.849998,41.242275,0
2012-05-18,53.590000,53.590000,53.590000,53.590000,41.043152,0
2012-05-21,54.849998,54.849998,54.849998,54.849998,42.008148,0
2012-05-22,54.639999,54.639999,54.639999,54.639999,41.847309,0
2012-05-23,54.720001,54.720001,54.720001,54.720001,41.908581,0
2012-05-24,54.570000,54.570000,54.570000,54.570000,41.793709,0
2012-05-25,54.560001,54.560001,54.560001,54.560001,41.786045,0
2012-05-29,55.389999,55.389999,55.389999,55.389999,42.421715,0
2012-05-30,53.570000,53.570000,53.570000,53.570000,41.027832,0
2012-05-31,53.250000,53.250000,53.250000,53.250000,40.782753,0
2012-06-01,51.959999,51.959999,51.959999,51.959999,39.794785,0
2012-06-04,52.000000,52.000000,52.000000,52.000000,39.825409,0
2012-06-05,52.500000,52.500000,52.500000,52.500000,40.208344,0
2012-06-06,54.130001,54.130001,54.130001,54.130001,41.456715,0
2012-06-07,54.020000,54.020000,54.020000,54.020000,41.372467,0
2012-06-08,53.830002,53.830002,53.830002,53.830002,41.226963,0
2012-06-11,53.040001,53.040001,53.040001,53.040001,40.621925,0
2012-06-12,53.740002,53.740002,53.740002,53.740002,41.158031,0
2012-06-13,53.139999,53.139999,53.139999,53.139999,40.698502,0
2012-06-14,53.880001,53.880001,53.880001,53.880001,41.265251,0
2012-06-15,54.950001,54.950001,54.950001,54.950001,42.084732,0
2012-06-18,54.680000,54.680000,54.680000,54.680000,41.877956,0
2012-06-19,55.740002,55.740002,55.740002,55.740002,42.689777,0
2012-06-20,55.520000,55.520000,55.520000,55.520000,42.521282,0
2012-06-21,53.220001,53.220001,53.220001,53.220001,40.759773,0
2012-06-22,53.610001,53.610001,53.610001,53.610001,41.058468,0
2012-06-25,52.430000,52.430000,52.430000,52.430000,40.154736,0
2012-06-26,52.860001,52.860001,52.860001,52.860001,40.484058,0
2012-06-27,53.900002,53.900002,53.900002,53.900002,41.280571,0
2012-06-28,54.400002,54.400002,54.400002,54.400002,41.663509,0
2012-06-29,56.310001,56.310001,56.310001,56.310001,43.126324,0
2012-07-02,56.419998,56.419998,56.419998,56.419998,43.210564,0
2012-07-03,57.730000,57.730000,57.730000,57.730000,44.213867,0
2012-07-05,56.849998,56.849998,56.849998,56.849998,43.539894,0
2012-07-06,56.119999,56.119999,56.119999,56.119999,42.980804,0
2012-07-09,55.849998,55.849998,55.849998,55.849998,42.774017,0
2012-07-10,55.009998,55.009998,55.009998,55.009998,42.130684,0
2012-07-11,55.680000,55.680000,55.680000,55.680000,42.643822,0
2012-07-12,55.310001,55.310001,55.310001,55.310001,42.360455,0
2012-07-13,56.259998,56.259998,56.259998,56.259998,43.088028,0
2012-07-16,56.389999,56.389999,56.389999,56.389999,43.187595,0
2012-07-17,56.980000,56.980000,56.980000,56.980000,43.639462,0
2012-07-18,57.369999,57.369999,57.369999,57.369999,43.938145,0
2012-07-19,57.689999,57.689999,57.689999,57.689999,44.183224,0
2012-07-20,57.590000,57.590000,57.590000,57.590000,44.106644,0
2012-07-23,56.840000,56.840000,56.840000,56.840000,43.532242,0
2012-07-24,55.799999,55.799999,55.799999,55.799999,42.735729,0
2012-07-25,55.770000,55.770000,55.770000,55.770000,42.712753,0
2012-07-26,57.200001,57.200001,57.200001,57.200001,43.807949,0
2012-07-27,58.400002,58.400002,58.400002,58.400002,44.726994,0
2012-07-30,58.660000,58.660000,58.660000,58.660000,44.926128,0
2012-07-31,57.820000,57.820000,57.820000,57.820000,44.282791,0
2012-08-01,58.040001,58.040001,58.040001,58.040001,44.451279,0
